Verb,VerbNet Class,Semantic Domain,Situation,WN_Count,WN_Status,WN_Synset_01,WN_Gloss_01,WN_Synset_02,WN_Gloss_02,WN_Synset_03,WN_Gloss_03,WN_Synset_04,WN_Gloss_04,WN_Synset_05,WN_Gloss_05,WN_Synset_06,WN_Gloss_06,WN_Synset_07,WN_Gloss_07,WN_Synset_08,WN_Gloss_08,WN_Synset_09,WN_Gloss_09,WN_Synset_10,WN_Gloss_10
disconnect,disassemble-23.3,Incremental,Basic Incremental,2,Match,unplug.v.01,pull the plug of (electrical appliances) and render inoperable,,,,,,,,,,,,,,,,,,
disconnect,separate-23.1,Incremental,Basic Incremental,2,Match,disconnect.v.02,"make disconnected, disjoin or unfasten",unplug.v.01,pull the plug of (electrical appliances) and render inoperable,,,,,,,,,,,,,,,,
discourage,amuse-31.1,Affect,Affect,1,Match,discourage.v.02,deprive of courage or hope; take away hope from; cause to feel discouraged,,,,,,,,,,,,,,,,,,
discourage,reject-77.2,Communication,Response,2,Match,discourage.v.02,deprive of courage or hope; take away hope from; cause to feel discouraged,deter.v.01,try to prevent; show opposition to,,,,,,,,,,,,,,,,
discover,discover-84,Cognition,Know,7,Match,learn.v.02,"get to know or become aware of, usually accidentally",discover.v.03,"make a discovery, make a new finding",discover.v.04,make a discovery,identify.v.05,"identify as in botany or biology, for example",discover.v.07,see for the first time; make a discovery,fall_upon.v.01,find unexpectedly,detect.v.01,"discover or determine the existence, presence, or fact of",,,,,,
discover,encounter-30.5,Perception,Sense,3,Match,discover.v.07,see for the first time; make a discovery,discover.v.03,"make a discovery, make a new finding",fall_upon.v.01,find unexpectedly,,,,,,,,,,,,,,
disdain,admire-31.2,Attend,Attend,1,Match,contemn.v.01,look down on with disdain,,,,,,,,,,,,,,,,,,
disembark,escape-51.1,Motion,Basic Motion,1,Match,disembark.v.01,go ashore,,,,,,,,,,,,,,,,,,
disembowel,debone-10.8,Incremental,Causative Incremental,1,Match,disembowel.v.01,remove the entrails of,,,,,,,,,,,,,,,,,,
disengage,remove-10.1,Incremental,Causative Incremental,1,Match,disengage.v.01,"release from something that holds fast, connects, or entangles",,,,,,,,,,,,,,,,,,
disentangle,separate-23.1,Incremental,Basic Incremental,2,Match,disinvolve.v.01,free from involvement or entanglement,extricate.v.01,release from entanglement of difficulty,,,,,,,,,,,,,,,,
disfigure,destroy-44,Transformation,Causative Change of State,1,Match,deface.v.01,mar or spoil the appearance of,,,,,,,,,,,,,,,,,,
disgorge,remove-10.1,Incremental,Causative Incremental,1,Match,spill.v.03,cause or allow (a solid substance) to flow or run out or over,,,,,,,,,,,,,,,,,,
disgrace,amuse-31.1,Affect,Affect,2,Match,dishonor.v.01,bring shame or dishonor upon,take_down.v.02,"reduce in worth or character, usually verbally",,,,,,,,,,,,,,,,
disgruntle,amuse-31.1,Affect,Affect,1,Match,disgruntle.v.01,put into a bad mood or into bad humour,,,,,,,,,,,,,,,,,,
disgust,amuse-31.1,Affect,Affect,2,Match,disgust.v.02,cause aversion in; offend the moral sense of,disgust.v.01,fill with distaste,,,,,,,,,,,,,,,,
dishearten,amuse-31.1,Affect,Affect,1,Match,dishearten.v.01,take away the enthusiasm of,,,,,,,,,,,,,,,,,,
dishonour,amuse-31.1,Affect,Affect,1,Match,dishonor.v.01,bring shame or dishonor upon,,,,,,,,,,,,,,,,,,
disillusion,amuse-31.1,Affect,Affect,1,Match,disenchant.v.01,free from enchantment,,,,,,,,,,,,,,,,,,
disintegrate,other_cos-45.4,Transformation,Basic Change of State,1,Match,disintegrate.v.01,break into parts or components or lose cohesion or unity,,,,,,,,,,,,,,,,,,
dislike,admire-31.2,Attend,Attend,1,Match,dislike.v.01,have or feel a dislike or distaste for,,,,,,,,,,,,,,,,,,
dislodge,remove-10.1,Incremental,Causative Incremental,2,Match,dislodge.v.03,remove or force from a position of dwelling previously occupied,dislodge.v.01,remove or force out from a position,,,,,,,,,,,,,,,,
dismay,amuse-31.1,Affect,Affect,2,Match,depress.v.01,lower someone's spirits; make downhearted,dismay.v.02,fill with apprehension or alarm; cause to be unpleasantly surprised,,,,,,,,,,,,,,,,
dismiss,banish-10.2,Affiliation,Cause Membership,1,Match,displace.v.03,terminate the employment of; discharge from an office or position,,,,,,,,,,,,,,,,,,
dismiss,remove-10.1,Incremental,Causative Incremental,1,Match,displace.v.03,terminate the employment of; discharge from an office or position,,,,,,,,,,,,,,,,,,
disparage,judgment-33.1,Affiliation,Attack,1,Match,disparage.v.01,express a negative opinion of,,,,,,,,,,,,,,,,,,
disparage,judgment-33.1,Cognition,Judge,1,Match,disparage.v.01,express a negative opinion of,,,,,,,,,,,,,,,,,,
dispatch,murder-42.1,Transformation,Causative Change of State,1,Match,murder.v.01,kill intentionally and with premeditation,,,,,,,,,,,,,,,,,,
dispatch,send-11.1,Motion,Send,1,Match,dispatch.v.01,send away towards a designated goal,,,,,,,,,,,,,,,,,,
dispirit,amuse-31.1,Affect,Affect,1,Match,depress.v.01,lower someone's spirits; make downhearted,,,,,,,,,,,,,,,,,,
displease,amuse-31.1,Affect,Affect,1,Match,displease.v.01,give displeasure to,,,,,,,,,,,,,,,,,,
dispossess,deprive-10.6.2,Possession,Transfer of Possession,1,Match,dispossess.v.01,deprive of the possession of real estate,,,,,,,,,,,,,,,,,,
disprove,deduce-97.2,Association,Base and Deduce,1,Match,disprove.v.01,prove to be false,,,,,,,,,,,,,,,,,,
dispute,battle-36.4,Affiliation,Reciprocal,1,Match,quarrel.v.01,have a disagreement over something,,,,,,,,,,,,,,,,,,
disquiet,amuse-31.1,Affect,Affect,1,Match,perturb.v.01,disturb in mind or make uneasy or cause to be worried or alarmed,,,,,,,,,,,,,,,,,,
disrobe,dress-41.1.1,Incremental,Basic Incremental,1,Match,undress.v.01,get undressed,,,,,,,,,,,,,,,,,,
dissatisfy,amuse-31.1,Affect,Affect,1,Match,dissatisfy.v.01,fail to satisfy,,,,,,,,,,,,,,,,,,
dissimilate,separate-23.1,Incremental,Basic Incremental,3,Match,dissimilate.v.03,become dissimilar or less similar,dissimilate.v.01,become dissimilar by changing the sound qualities,dissimilate.v.02,make dissimilar; cause to become less similar,,,,,,,,,,,,,,
dissipate,other_cos-45.4,Transformation,Basic Change of State,2,Match,disperse.v.02,to cause to separate and go in different directions,disperse.v.04,move away from each other,,,,,,,,,,,,,,,,
dissociate,separate-23.1,Incremental,Basic Incremental,1,Match,disassociate.v.01,part; cease or break association with,,,,,,,,,,,,,,,,,,
distemper,coloring-24,Transformation,Causative Change of State,1,Match,distemper.v.01,paint with distemper,,,,,,,,,,,,,,,,,,
distil,wipe_manner-10.4.1,Incremental,Causative Incremental,1,Match,distill.v.03,extract by the process of distillation,,,,,,,,,,,,,,,,,,
distill,wipe_manner-10.4.1,Incremental,Causative Incremental,1,Match,purify.v.01,"remove impurities from, increase the concentration of, and separate through the process of distillation",,,,,,,,,,,,,,,,,,
distract,amuse-31.1,Affect,Affect,1,Match,perturb.v.01,disturb in mind or make uneasy or cause to be worried or alarmed,,,,,,,,,,,,,,,,,,
distress,amuse-31.1,Affect,Affect,1,Match,distress.v.02,cause mental pain to,,,,,,,,,,,,,,,,,,
distribute,contribute-13.2,Possession,Dynamic Possession,4,Match,spread.v.01,distribute or disperse widely,distribute.v.03,make available,distribute.v.01,"administer or bestow, as in small portions",distribute.v.04,give to several people,,,,,,,,,,,,
distrust,admire-31.2,Attend,Attend,1,Match,distrust.v.01,regard as untrustworthy; regard with suspicion; have no faith or confidence in,,,,,,,,,,,,,,,,,,
disturb,amuse-31.1,Affect,Affect,1,Match,disturb.v.01,move deeply,,,,,,,,,,,,,,,,,,
divest,deprive-10.6.2,Possession,Transfer of Possession,3,Match,divest.v.02,deprive of status or authority,deprive.v.01,take away possessions from someone,divest.v.03,reduce or dispose of; cease to hold (an investment),,,,,,,,,,,,,,
divide,other_cos-45.4,Transformation,Basic Change of State,2,Match,separate.v.12,come apart,divide.v.01,separate into parts or portions,,,,,,,,,,,,,,,,
divide,separate-23.1,Incremental,Basic Incremental,3,Match,separate.v.01,act as a barrier between; stand between,separate.v.02,"force, take, or pull apart",separate.v.12,come apart,,,,,,,,,,,,,,
divorce,marry-36.2,Affiliation,Reciprocal,2,Match,divorce.v.02,get a divorce; formally terminate a marriage,disassociate.v.01,part; cease or break association with,,,,,,,,,,,,,,,,
divorce,separate-23.1,Incremental,Basic Incremental,2,Match,divorce.v.02,get a divorce; formally terminate a marriage,disassociate.v.01,part; cease or break association with,,,,,,,,,,,,,,,,
dock,pocket-9.10,Incremental,Basic Incremental,1,Match,dock.v.05,maneuver into a dock,,,,,,,,,,,,,,,,,,
doctor,captain-29.8,Affiliation,Role,1,Match,doctor.v.02,give medical treatment to,,,,,,,,,,,,,,,,,,
document,transcribe-25.4,Creation,Image Creation,1,Match,document.v.01,record in detail,,,,,,,,,,,,,,,,,,
dodder,run-51.3.2,Motion,Basic Motion,1,Match,toddle.v.01,walk unsteadily,,,,,,,,,,,,,,,,,,
doff,simple_dressing-41.3.1,Force,Constrain,1,Match,doff.v.01,remove,,,,,,,,,,,,,,,,,,
don,simple_dressing-41.3.1,Force,Constrain,1,Match,wear.v.09,put clothing on one's body,,,,,,,,,,,,,,,,,,
donate,contribute-13.2,Possession,Dynamic Possession,1,Match,donate.v.01,give to a charity or good cause,,,,,,,,,,,,,,,,,,
dong,sound_emission-43.2,Creation,Emission,1,Match,ding.v.01,"go `ding dong', like a bell",,,,,,,,,,,,,,,,,,
doodle,scribble-25.2,Creation,Image Creation,1,Match,doodle.v.01,make a doodle; draw aimlessly,,,,,,,,,,,,,,,,,,
dope,butter-9.9,Incremental,Causative Incremental,1,Match,dope.v.02,add impurities to (a semiconductor) in order to produce or modify its properties,,,,,,,,,,,,,,,,,,
double,other_cos-45.4,Transformation,Basic Change of State,1,Match,double.v.01,increase twofold,,,,,,,,,,,,,,,,,,
doze,snooze-40.4,Existence,Existence,1,Match,snooze.v.01,sleep lightly or for a short period of time,,,,,,,,,,,,,,,,,,
doze_off,change_bodily_state-40.8.4,Transformation,Basic Change of State,1,Match,fall_asleep.v.01,change from a waking to a sleeping state,,,,,,,,,,,,,,,,,,
draft,create-26.4,Creation,Causative Creation,1,Match,draft.v.01,draw up an outline or sketch for something,,,,,,,,,,,,,,,,,,
draft,hire-13.5.3,Affiliation,Cause Membership,1,Match,enlist.v.03,engage somebody to enter the army,,,,,,,,,,,,,,,,,,
drag,carry-11.4,Motion,Carry,2,Match,drag.v.01,"pull, as against a resistance",haul.v.01,draw slowly or heavily,,,,,,,,,,,,,,,,
drag,search-35.2,Volition,Search,1,Match,dredge.v.02,search (as the bottom of a body of water) for something valuable or lost,,,,,,,,,,,,,,,,,,
dragoon,compel-59.1,Affiliation,Inducive,1,Match,dragoon.v.01,"compel by coercion, threats, or crude means",,,,,,,,,,,,,,,,,,
drain,clear-10.3,Incremental,Basic Incremental,2,Match,drain.v.03,empty of liquid; drain the liquid from,drain.v.01,flow off gradually,,,,,,,,,,,,,,,,
drain,deprive-10.6.2,Possession,Transfer of Possession,2,Match,drain.v.02,deplete of resources,drain.v.03,empty of liquid; drain the liquid from,,,,,,,,,,,,,,,,
drain,other_cos-45.4,Transformation,Basic Change of State,2,Match,drain.v.03,empty of liquid; drain the liquid from,drain.v.01,flow off gradually,,,,,,,,,,,,,,,,
drape,spray-9.7,Incremental,Basic Incremental,3,Match,drape.v.02,place casually,drape.v.04,cover or dress loosely with cloth,drape.v.01,arrange in a particular way,,,,,,,,,,,,,,
draw,carry-11.4,Motion,Carry,1,Match,pull.v.01,cause to move by pulling,,,,,,,,,,,,,,,,,,
draw,create-26.4,Creation,Causative Creation,3,Match,draw.v.19,engage in drawing,draw.v.06,"represent by making a drawing of, as with a pencil, chalk, etc. on a surface",trace.v.02,make a mark or lines on a surface,,,,,,,,,,,,,,
draw,lure-59.3,Affiliation,Inducive,1,Match,pull.v.01,cause to move by pulling,,,,,,,,,,,,,,,,,,
draw,remove-10.1,Incremental,Causative Incremental,6,Match,draw.v.07,take liquid out of a container or well,draw.v.17,cause to flow,withdraw.v.09,remove (a commodity) from (a supply source),draw.v.14,choose at random,draw.v.05,"bring, take, or pull out of a container or from under a cover",draw.v.09,select or take in from a given group or region,,,,,,,,
draw,scribble-25.2,Creation,Image Creation,3,Match,draw.v.04,"make, formulate, or derive in the mind",draw.v.19,engage in drawing,draw.v.06,"represent by making a drawing of, as with a pencil, chalk, etc. on a surface",,,,,,,,,,,,,,
draw,split-23.2,Incremental,Basic Incremental,1,Match,draw.v.05,"bring, take, or pull out of a container or from under a cover",,,,,,,,,,,,,,,,,,
drawl,manner_speaking-37.3,Communication,Statement,1,Match,drawl.v.01,lengthen and slow down or draw out,,,,,,,,,,,,,,,,,,
dread,admire-31.2,Attend,Attend,1,Match,fear.v.02,be afraid or scared of; be frightened of,,,,,,,,,,,,,,,,,,
dream,cognize-85,Cognition,Know,2,Match,dream.v.01,have a daydream; indulge in a fantasy,dream.v.02,experience while sleeping,,,,,,,,,,,,,,,,
dream,wish-62,Volition,Search,1,Match,dream.v.01,have a daydream; indulge in a fantasy,,,,,,,,,,,,,,,,,,
dredge,search-35.2,Volition,Search,1,Match,dredge.v.02,search (as the bottom of a body of water) for something valuable or lost,,,,,,,,,,,,,,,,,,
dress,dress-41.1.1,Incremental,Basic Incremental,3,Match,dress.v.01,put on clothes,dress.v.04,dress in a certain manner,dress.v.02,provide with clothes or put clothes on,,,,,,,,,,,,,,
dress_up,dress-41.1.1,Incremental,Basic Incremental,1,Match,preen.v.03,dress or groom with elaborate care,,,,,,,,,,,,,,,,,,
dribble,breathe-40.1.2,Creation,Emission,1,Match,drivel.v.01,let saliva drivel from the mouth,,,,,,,,,,,,,,,,,,
dribble,pour-9.5,Incremental,Basic Incremental,2,Match,dribble.v.02,let or cause to fall in drops,trickle.v.01,"run or flow slowly, as in drops or in an unsteady stream",,,,,,,,,,,,,,,,
dribble,substance_emission-43.4,Creation,Emission,2,Match,dribble.v.02,let or cause to fall in drops,drivel.v.01,let saliva drivel from the mouth,,,,,,,,,,,,,,,,
drift,modes_of_being_with_motion-47.3,Existence,Existence,3,Match,drift.v.10,be piled up in banks or heaps by the force of wind or a current,drift.v.07,cause to be carried by a current,float.v.01,be in motion due to some air or water current,,,,,,,,,,,,,,
drift,roll-51.3.1,Motion,Basic Motion,3,Match,stray.v.02,wander from a direct course or at random,drift.v.07,cause to be carried by a current,float.v.01,be in motion due to some air or water current,,,,,,,,,,,,,,
drift,run-51.3.2,Motion,Basic Motion,5,Match,stray.v.02,wander from a direct course or at random,drift.v.06,move in an unhurried fashion,float.v.01,be in motion due to some air or water current,drift.v.08,drive slowly and far afield for grazing,drift.v.07,cause to be carried by a current,,,,,,,,,,
drift_off,change_bodily_state-40.8.4,Transformation,Basic Change of State,1,Match,fall_asleep.v.01,change from a waking to a sleeping state,,,,,,,,,,,,,,,,,,
drill,carve-21.2,Force,Basic Force,1,Match,bore.v.02,"make a hole, especially with a pointed power or hand tool",,,,,,,,,,,,,,,,,,
drink,eat-39.1,Transformation,Ingestion,3,Match,drink.v.02,consume alcohol,toast.v.02,propose a toast to,drink.v.01,take in liquids,,,,,,,,,,,,,,
drip,pour-9.5,Incremental,Basic Incremental,2,Match,drip.v.01,fall in drops,dribble.v.02,let or cause to fall in drops,,,,,,,,,,,,,,,,
drip,substance_emission-43.4,Creation,Emission,2,Match,drip.v.01,fall in drops,dribble.v.02,let or cause to fall in drops,,,,,,,,,,,,,,,,
drive,drive-11.5,Motion,Vehicular Motion,1,Match,drive.v.03,cause someone or something to move by driving,,,,,,,,,,,,,,,,,,
drive,nonvehicle-51.4.2,Motion,Vehicular Motion,3,Match,drive.v.03,cause someone or something to move by driving,drive.v.02,travel or be transported in a vehicle,drive.v.16,proceed along in a vehicle,,,,,,,,,,,,,,
drive,put_direction-9.4,Incremental,Causative Incremental,1,Match,drive.v.19,excavate horizontally,,,,,,,,,,,,,,,,,,
drive,put_direction-9.4,Incremental,Pick Up and Drop Off,1,Match,drive.v.19,excavate horizontally,,,,,,,,,,,,,,,,,,
drive,render-29.90,Transformation,Causative Change of State,1,Match,force.v.06,"force into or from an action or state, either physically or metaphorically",,,,,,,,,,,,,,,,,,
drive,send-11.1,Motion,Send,1,Match,drive.v.03,cause someone or something to move by driving,,,,,,,,,,,,,,,,,,
drive,throw-17.1,Motion,Throw,1,Match,drive.v.09,cause to move rapidly by striking or throwing with force,,,,,,,,,,,,,,,,,,
drizzle,spray-9.7,Incremental,Basic Incremental,1,Match,drizzle.v.02,moisten with fine drops,,,,,,,,,,,,,,,,,,
drizzle,weather-57,Existence,Existence,1,Match,drizzle.v.01,rain lightly,,,,,,,,,,,,,,,,,,
drone,animal_sounds-38,Creation,Emission,1,Match,drone.v.01,make a monotonous low dull sound,,,,,,,,,,,,,,,,,,
drone,manner_speaking-37.3,Communication,Statement,1,Match,drone.v.02,talk in a monotonous voice,,,,,,,,,,,,,,,,,,
drool,breathe-40.1.2,Creation,Emission,1,Match,drivel.v.01,let saliva drivel from the mouth,,,,,,,,,,,,,,,,,,
drool,substance_emission-43.4,Creation,Emission,1,Match,drivel.v.01,let saliva drivel from the mouth,,,,,,,,,,,,,,,,,,
drop,put_direction-9.4,Incremental,Causative Incremental,1,Match,drop.v.01,let fall to the ground,,,,,,,,,,,,,,,,,,
drop,put_direction-9.4,Incremental,Pick Up and Drop Off,1,Match,drop.v.01,let fall to the ground,,,,,,,,,,,,,,,,,,
drop,roll-51.3.1,Motion,Basic Motion,2,Match,drop.v.02,to fall vertically,drop.v.01,let fall to the ground,,,,,,,,,,,,,,,,
drown,poison-42.2,Transformation,Causative Change of State,1,Match,drown.v.04,kill by submerging in water,,,,,,,,,,,,,,,,,,
drowse,snooze-40.4,Existence,Existence,1,Match,snooze.v.01,sleep lightly or for a short period of time,,,,,,,,,,,,,,,,,,
drowse_off,change_bodily_state-40.8.4,Transformation,Basic Change of State,1,Match,fall_asleep.v.01,change from a waking to a sleeping state,,,,,,,,,,,,,,,,,,
drug,butter-9.9,Incremental,Causative Incremental,1,Match,drug.v.01,administer a drug to,,,,,,,,,,,,,,,,,,
drum,hit-18.1,Force,Basic Force,1,Match,drum.v.01,make a rhythmic sound,,,,,,,,,,,,,,,,,,
dry,other_cos-45.4,Transformation,Basic Change of State,2,Match,dry.v.02,become dry or drier,dry.v.01,remove the moisture from and make dry,,,,,,,,,,,,,,,,
drydock,pocket-9.10,Incremental,Basic Incremental,1,Match,dry-dock.v.01,maneuver (a ship) into a drydock,,,,,,,,,,,,,,,,,,
dub,dub-29.3.2,Communication,Statement,1,Match,dub.v.01,give a nickname to,,,,,,,,,,,,,,,,,,
duel,battle-36.4,Affiliation,Reciprocal,1,Match,duel.v.01,"fight a duel, as over one's honor or a woman",,,,,,,,,,,,,,,,,,
dull,other_cos-45.4,Transformation,Basic Change of State,3,Match,dull.v.02,become dull or lusterless in appearance; lose shine or brightness,dull.v.05,make dull or blunt,dull.v.01,make dull in appearance,,,,,,,,,,,,,,
dumbfound,amuse-31.1,Affect,Affect,1,Match,perplex.v.01,be a mystery or bewildering to,,,,,,,,,,,,,,,,,,
dump,funnel-9.3,Incremental,Basic Incremental,1,Match,dump.v.01,throw away as refuse,,,,,,,,,,,,,,,,,,
dunk,funnel-9.3,Incremental,Basic Incremental,2,Match,dunk.v.01,"immerse briefly into a liquid so as to wet, coat, or saturate",dunk.v.03,dip into a liquid while eating,,,,,,,,,,,,,,,,
dupe,trick-59.2,Affiliation,Inducive,1,Match,gull.v.02,fool or hoax,,,,,,,,,,,,,,,,,,
duplicate,transcribe-25.4,Creation,Image Creation,1,Match,duplicate.v.03,make a duplicate or duplicates of,,,,,,,,,,,,,,,,,,
dust,spray-9.7,Incremental,Basic Incremental,1,Match,dust.v.03,cover with a light dusting of a substance,,,,,,,,,,,,,,,,,,
dust,wipe_manner-10.4.1,Incremental,Causative Incremental,1,Match,dust.v.01,remove the dust from,,,,,,,,,,,,,,,,,,
dwell,exist-47.1,Existence,Existence,2,Match,dwell.v.02,originate (in),populate.v.01,inhabit or live in; be an inhabitant of,,,,,,,,,,,,,,,,
dwell,lecture-37.11,Communication,Statement,1,Match,brood.v.01,think moodily or anxiously about something,,,,,,,,,,,,,,,,,,
dwell,lodge-46,Location,Location,1,Match,populate.v.01,inhabit or live in; be an inhabitant of,,,,,,,,,,,,,,,,,,
dye,braid-41.2.2,Transformation,Causative Change of State,1,Match,dye.v.01,color with dye,,,,,,,,,,,,,,,,,,
dye,coloring-24,Transformation,Causative Change of State,1,Match,dye.v.01,color with dye,,,,,,,,,,,,,,,,,,
e-mail,instr_communication-37.4.1,Communication,Communicate,1,Match,e-mail.v.01,communicate electronically on the computer,,,,,,,,,,,,,,,,,,
earn,get-13.5.1,Possession,Dynamic Possession,2,Match,earn.v.02,acquire or deserve by one's efforts or actions,gain.v.08,earn on some commercial or business transaction; earn as salary or wages,,,,,,,,,,,,,,,,
earn,get-13.5.1,Possession,Buy and Sell,2,Match,earn.v.02,acquire or deserve by one's efforts or actions,gain.v.08,earn on some commercial or business transaction; earn as salary or wages,,,,,,,,,,,,,,,,
ease,other_cos-45.4,Transformation,Basic Change of State,2,Match,still.v.03,lessen the intensity of or calm,facilitate.v.01,make easier,,,,,,,,,,,,,,,,
eat,eat-39.1,Transformation,Ingestion,3,Match,eat.v.01,take in solid food,feed.v.06,take in food; used of animals only,eat.v.02,eat a meal; take a meal,,,,,,,,,,,,,,
